"id","title","short_name","currency","utc_code","status","created_by","updated_by","created_at","updated_at"
"250","Turkmenistan","TKM","TMT","+05:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"251","Ukraine","UKR","UAH","+02:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"252","Ukraine","UKR","UAH","+02:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"253","Ukraine","UKR","UAH","+02:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"254","United Arab Emirates","ARE","AED","+04:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"255","United Kingdom","GBR","GBP","+00:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"256","United States","USA","USD","-05:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"257","United States","USA","USD","-05:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"258","United States","USA","USD","-06:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:24"
"259","United States","USA","USD","-07:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"260","United States","USA","USD","-07:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"261","United States","USA","USD","-08:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"262","United States","USA","USD","-09:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"263","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"264","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"265","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"266","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"267","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"268","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"269","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"270","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"271","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"272","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"273","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"274","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"275","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"276","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"277","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"278","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"279","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"280","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:45","2025-12-22 10:57:25"
"281","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"282","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"283","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"284","United States","USA","USD","-10:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"285","Uruguay","URY","UYU","-03:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"286","Uzbekistan","UZB","UZS","+05:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"287","Uzbekistan","UZB","UZS","+05:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"288","Venezuela","VEN","VES","-04:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"289","Vietnam","VNM","VND","+07:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"290","Yemen","YEM","YER","+03:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
"291","Zimbabwe","ZWE","ZWL","+02:00","1","1",NULL,"2025-02-11 04:26:46","2025-12-22 10:57:25"
